agent_id,cycle,messages_sent,messages_received,vision_x,vision_y,estimated_x,estimated_y,sent_x,sent_y,agent_with_vision,agent_who_broadcasted,agent_pos_x,agent_pos_y
9,156,1,8,,,-5.23,0.76,-5.23,0.75,False,True,-2.08,-1.45
10,156,1,8,,,-5.23,0.76,-5.22,0.73,False,True,-0.04,-6.24
11,156,0,9,,,-5.23,0.76,,,False,False,-2.34,5.84
1,157,1,8,-5.24,0.83,-5.23,0.8,-5.21,0.8,True,True,-14.0,0.01
2,157,1,8,,,-5.23,0.8,-5.23,0.81,False,True,-7.62,-4.99
3,157,1,8,,,-5.23,0.8,-5.23,0.81,False,True,-7.6,0.02
4,157,1,8,,,-5.23,0.8,-5.23,0.81,False,True,-7.63,4.95
5,157,0,9,,,-5.23,0.8,,,False,False,-4.97,-4.98
6,157,1,8,,,-5.23,0.8,-5.23,0.8,False,True,-5.46,0.76
7,157,1,8,,,-5.23,0.8,-5.23,0.79,False,True,-4.97,5.01
8,157,1,8,,,-5.23,0.8,-5.21,0.81,False,True,-2.3,-5.97
9,157,1,8,,,-5.23,0.8,-5.22,0.8,False,True,-2.16,-1.75
10,157,1,8,,,-5.23,0.8,-5.22,0.8,False,True,-0.24,-5.93
11,157,0,9,,,-5.23,0.8,,,False,False,-2.54,5.85
1,158,1,8,-5.21,0.85,-5.22,0.83,-5.21,0.84,True,True,-13.99,0.0
2,158,1,8,,,-5.22,0.83,-5.22,0.83,False,True,-7.6,-4.99
3,158,1,8,,,-5.22,0.83,-5.22,0.83,False,True,-7.58,0.02
4,158,1,8,,,-5.22,0.83,-5.22,0.84,False,True,-7.6,4.98
5,158,0,9,,,-5.22,0.83,,,False,False,-4.98,-4.99
6,158,1,8,,,-5.22,0.83,-5.22,0.83,False,True,-5.45,0.8
7,158,1,8,,,-5.22,0.83,-5.23,0.82,False,True,-4.97,5.0
8,158,1,8,,,-5.22,0.83,-5.22,0.82,False,True,-2.36,-6.0
9,158,1,8,,,-5.22,0.83,-5.22,0.82,False,True,-2.21,-2.02
10,158,1,8,,,-5.22,0.83,-5.23,0.8,False,True,-0.4,-5.55
11,158,0,9,,,-5.22,0.83,,,False,False,-2.53,5.98
1,159,1,8,-5.21,0.85,-5.22,0.84,-5.19,0.82,True,True,-13.99,0.01
2,159,1,8,,,-5.22,0.84,-5.2,0.83,False,True,-7.59,-5.0
3,159,1,8,,,-5.22,0.84,-5.22,0.85,False,True,-7.62,0.0
4,159,1,8,,,-5.22,0.84,-5.2,0.85,False,True,-7.62,4.98
5,159,0,9,,,-5.22,0.84,,,False,False,-5.01,-4.99
6,159,1,8,,,-5.22,0.84,-5.22,0.84,False,True,-5.44,0.82
7,159,1,8,,,-5.22,0.84,-5.2,0.84,False,True,-5.0,4.99
8,159,1,8,,,-5.22,0.84,-5.21,0.85,False,True,-2.35,-6.02
9,159,1,8,,,-5.22,0.84,-5.23,0.84,False,True,-2.29,-2.31
10,159,1,8,,,-5.22,0.84,-5.22,0.84,False,True,-0.52,-5.26
11,159,0,9,,,-5.22,0.84,,,False,False,-2.47,5.99
1,160,1,8,-5.2,0.95,-5.22,0.89,-5.19,0.96,True,True,-13.99,-0.02
2,160,1,8,,,-5.22,0.89,-5.22,0.95,False,True,-7.7,-5.04
3,160,1,8,,,-5.22,0.89,-5.21,0.93,False,True,-7.85,-0.03
4,160,1,8,,,-5.22,0.89,-5.2,0.91,False,True,-7.8,5.05
5,160,0,9,,,-5.22,0.89,,,False,False,-5.25,-4.99
6,160,1,8,,,-5.22,0.89,-5.22,0.89,False,True,-5.44,0.86
7,160,1,8,,,-5.22,0.89,-5.2,0.88,False,True,-5.15,4.97
8,160,1,8,,,-5.22,0.89,-5.21,0.87,False,True,-2.5,-6.15
9,160,1,8,,,-5.22,0.89,-5.21,0.85,False,True,-2.49,-2.43
10,160,1,8,,,-5.22,0.89,-5.2,0.84,False,True,-0.75,-4.95
11,160,0,9,,,-5.22,0.89,,,False,False,-2.57,6.06
1,161,1,8,-5.21,1.06,-5.2,1.0,-5.19,1.03,True,True,-13.99,0.01
2,161,1,8,,,-5.2,1.0,-5.21,1.04,False,True,-7.87,-5.14
3,161,1,8,,,-5.2,1.0,-5.2,1.02,False,True,-8.21,-0.03
4,161,1,8,,,-5.2,1.0,-5.19,1.02,False,True,-8.08,5.07
5,161,0,9,,,-5.2,1.0,,,False,False,-5.53,-4.99
6,161,1,8,,,-5.2,1.0,-5.2,1.0,False,True,-5.41,0.94
7,161,1,8,,,-5.2,1.0,-5.18,0.99,False,True,-5.46,4.95
8,161,1,8,,,-5.2,1.0,-5.2,0.98,False,True,-2.75,-6.33
9,161,1,8,,,-5.2,1.0,-5.2,0.99,False,True,-2.74,-2.35
10,161,1,8,,,-5.2,1.0,-5.2,0.96,False,True,-1.0,-4.65
11,161,0,9,,,-5.2,1.0,,,False,False,-2.75,6.18
1,162,1,8,-5.22,1.11,-5.2,1.07,-5.21,1.1,True,True,-14.0,0.01
2,162,1,8,,,-5.2,1.07,-5.22,1.1,False,True,-7.98,-5.19
3,162,1,8,,,-5.2,1.07,-5.21,1.09,False,True,-8.52,0.01
4,162,1,8,,,-5.2,1.07,-5.21,1.08,False,True,-8.44,5.02
5,162,0,9,,,-5.2,1.07,,,False,False,-5.83,-4.97
6,162,1,8,,,-5.2,1.07,-5.2,1.07,False,True,-5.43,1.01
7,162,1,8,,,-5.2,1.07,-5.2,1.06,False,True,-5.8,4.96
8,162,1,8,,,-5.2,1.07,-5.23,1.05,False,True,-2.97,-6.39
9,162,1,8,,,-5.2,1.07,-5.21,1.06,False,True,-3.03,-2.2
10,162,1,8,,,-5.2,1.07,-5.19,1.08,False,True,-1.25,-4.39
11,162,0,9,,,-5.2,1.07,,,False,False,-2.99,6.24
1,163,1,8,-5.21,1.11,-5.21,1.11,-5.2,1.15,True,True,-13.99,-0.0
2,163,1,8,,,-5.21,1.11,-5.2,1.12,False,True,-8.04,-5.25
3,163,1,8,,,-5.21,1.11,-5.2,1.12,False,True,-8.86,-0.01
4,163,1,8,,,-5.21,1.11,-5.21,1.12,False,True,-8.74,5.01
5,163,0,9,,,-5.21,1.11,,,False,False,-6.14,-5.0
6,163,1,8,,,-5.21,1.11,-5.21,1.11,False,True,-5.43,1.08
7,163,1,8,,,-5.21,1.11,-5.22,1.12,False,True,-6.12,4.98
8,163,1,8,,,-5.21,1.11,-5.19,1.1,False,True,-3.23,-6.34
9,163,1,8,,,-5.21,1.11,-5.2,1.11,False,True,-3.28,-2.07
10,163,1,8,,,-5.21,1.11,-5.2,1.13,False,True,-1.44,-4.05
11,163,0,9,,,-5.21,1.11,,,False,False,-3.26,6.28
1,164,1,8,-5.2,1.15,-5.2,1.14,-5.19,1.15,True,True,-13.99,0.01
2,164,1,8,,,-5.2,1.14,-5.2,1.15,False,True,-8.0,-5.35
3,164,1,8,,,-5.2,1.14,-5.2,1.14,False,True,-9.18,0.01
4,164,1,8,,,-5.2,1.14,-5.21,1.15,False,True,-9.07,4.98
5,164,0,9,,,-5.2,1.14,,,False,False,-6.36,-5.04
6,164,1,8,,,-5.2,1.14,-5.2,1.14,False,True,-5.43,1.1
7,164,1,8,,,-5.2,1.14,-5.19,1.14,False,True,-6.5,4.99
8,164,1,8,,,-5.2,1.14,-5.21,1.14,False,True,-3.53,-6.4
9,164,1,8,,,-5.2,1.14,-5.21,1.13,False,True,-3.52,-1.96
10,164,1,8,,,-5.2,1.14,-5.2,1.14,False,True,-1.66,-3.71
11,164,0,9,,,-5.2,1.14,,,False,False,-3.54,6.34
1,165,1,8,-5.2,1.17,-5.21,1.16,-5.22,1.11,True,True,-13.99,0.01
2,165,1,8,,,-5.21,1.16,-5.19,1.17,False,True,-7.66,-5.54
3,165,1,8,,,-5.21,1.16,-5.21,1.15,False,True,-9.52,0.01
4,165,1,8,,,-5.21,1.16,-5.2,1.18,False,True,-9.38,4.97
5,165,0,9,,,-5.21,1.16,,,False,False,-6.67,-5.02
6,165,1,8,,,-5.21,1.16,-5.21,1.16,False,True,-5.44,1.15
7,165,1,8,,,-5.21,1.16,-5.21,1.15,False,True,-6.83,5.0
8,165,1,8,,,-5.21,1.16,-5.18,1.16,False,True,-3.82,-6.42
9,165,1,8,,,-5.21,1.16,-5.2,1.16,False,True,-3.8,-1.89
10,165,1,8,,,-5.21,1.16,-5.21,1.15,False,True,-1.87,-3.45
11,165,0,9,,,-5.21,1.16,,,False,False,-3.81,6.25
1,166,1,8,-5.21,1.18,-5.2,1.17,-5.2,1.18,True,True,-14.0,0.0
2,166,1,8,,,-5.2,1.17,-5.21,1.16,False,True,-7.64,-5.49
3,166,1,8,,,-5.2,1.17,-5.21,1.18,False,True,-9.88,0.01
4,166,1,8,,,-5.2,1.17,-5.2,1.18,False,True,-9.69,4.95
5,166,0,9,,,-5.2,1.17,,,False,False,-6.97,-5.01
6,166,1,8,,,-5.2,1.17,-5.2,1.17,False,True,-5.4,1.2
7,166,1,8,,,-5.2,1.17,-5.19,1.18,False,True,-7.17,5.0
8,166,1,8,,,-5.2,1.17,-5.2,1.18,False,True,-4.08,-6.37
9,166,1,8,,,-5.2,1.17,-5.2,1.18,False,True,-4.1,-1.92
10,166,1,8,,,-5.2,1.17,-5.21,1.16,False,True,-2.1,-3.09
11,166,0,9,,,-5.2,1.17,,,False,False,-4.16,6.19
1,167,1,8,-5.69,1.05,-5.39,1.13,-5.62,1.02,True,True,-14.0,0.04
2,167,1,8,,,-5.39,1.13,-5.6,1.06,False,True,-7.61,-5.38
3,167,1,8,,,-5.39,1.13,-5.54,1.08,False,True,-10.16,0.02
4,167,1,8,,,-5.39,1.13,-5.49,1.09,False,True,-9.96,4.94
5,167,0,9,,,-5.39,1.13,,,False,False,-7.22,-5.03
6,167,1,8,,,-5.39,1.13,-5.4,1.13,False,True,-5.3,1.21
7,167,1,8,,,-5.39,1.13,-5.35,1.15,False,True,-7.53,4.97
8,167,1,8,,,-5.39,1.13,-5.23,1.19,False,True,-4.28,-6.27
9,167,1,8,,,-5.39,1.13,-5.2,1.18,False,True,-4.45,-2.02
10,167,1,8,,,-5.39,1.13,-5.2,1.18,False,True,-2.31,-2.81
11,167,0,9,,,-5.39,1.13,,,False,False,-4.28,6.18
1,168,1,6,-6.0,0.91,-5.81,0.98,-5.97,0.91,True,True,-13.99,-0.01
2,168,0,7,,,-5.78,0.99,,,False,False,-7.61,-5.33
3,168,1,6,,,-5.78,0.99,-5.92,0.93,False,True,-10.25,0.02
4,168,1,6,,,-5.78,0.99,-5.9,0.94,False,True,-10.14,4.88
5,168,0,7,,,-5.78,0.99,,,False,False,-7.46,-5.02
6,168,0,7,,,-5.78,0.99,,,False,False,-5.51,1.23
7,168,1,6,,,-5.78,0.99,-5.79,1.0,False,True,-7.76,4.98
8,168,1,6,,,-5.78,0.99,-5.75,0.99,False,True,-4.27,-6.2
9,168,1,6,,,-5.78,0.99,-5.73,1.0,False,True,-4.6,-2.18
10,168,1,6,,,-5.78,0.99,-5.71,1.03,False,True,-2.39,-2.53
11,168,0,7,,,-5.78,0.99,,,False,False,-4.15,6.14
1,169,1,6,-6.21,0.8,-6.09,0.86,-6.19,0.8,True,True,-13.99,0.02
2,169,0,7,,,-6.07,0.87,,,False,False,-7.61,-5.33
3,169,1,6,,,-6.07,0.87,-6.16,0.86,False,True,-10.05,0.03
4,169,1,6,,,-6.07,0.87,-6.14,0.84,False,True,-10.07,4.83
5,169,0,7,,,-6.07,0.87,,,False,False,-7.39,-4.96
6,169,0,7,,,-6.07,0.87,,,False,False,-5.63,1.09
7,169,1,6,,,-6.07,0.87,-6.07,0.87,False,True,-7.71,4.99
8,169,1,6,,,-6.07,0.87,-6.05,0.87,False,True,-4.11,-6.16
9,169,1,6,,,-6.07,0.87,-6.04,0.87,False,True,-4.54,-2.32
10,169,1,6,,,-6.07,0.87,-6.02,0.88,False,True,-2.52,-2.18
11,169,0,7,,,-6.07,0.87,,,False,False,-3.92,6.05
1,170,1,7,-6.35,0.73,-6.27,0.8,-6.32,0.76,True,True,-14.0,0.0
2,170,0,8,,,-6.26,0.8,,,False,False,-7.83,-5.14
3,170,1,7,,,-6.26,0.8,-6.3,0.78,False,True,-9.68,0.04
4,170,1,7,,,-6.26,0.8,-6.28,0.79,False,True,-9.83,4.75
5,170,0,8,,,-6.26,0.8,,,False,False,-7.23,-4.88
6,170,1,7,,,-6.26,0.8,-6.27,0.8,False,True,-5.93,1.08
7,170,1,7,,,-6.26,0.8,-6.26,0.8,False,True,-7.49,4.98
8,170,1,7,,,-6.26,0.8,-6.26,0.81,False,True,-3.79,-6.13
9,170,1,7,,,-6.26,0.8,-6.23,0.79,False,True,-4.4,-2.45
10,170,1,7,,,-6.26,0.8,-6.21,0.82,False,True,-2.62,-1.93
11,170,0,8,,,-6.26,0.8,,,False,False,-3.59,5.99
1,171,1,6,-6.42,0.74,-6.38,0.74,-6.42,0.72,True,True,-13.99,-0.0
2,171,0,7,,,-6.37,0.74,,,False,False,-8.03,-5.06
3,171,1,6,,,-6.37,0.74,-6.4,0.72,False,True,-9.34,0.11
4,171,1,6,,,-6.37,0.74,-6.39,0.74,False,True,-9.57,4.79
5,171,0,7,,,-6.37,0.74,,,False,False,-7.0,-5.01
6,171,0,7,,,-6.37,0.74,,,False,False,-6.22,1.11
7,171,1,6,,,-6.37,0.74,-6.38,0.76,False,True,-7.15,4.98
8,171,1,6,,,-6.37,0.74,-6.38,0.76,False,True,-3.55,-6.06
9,171,1,6,,,-6.37,0.74,-6.36,0.76,False,True,-4.2,-2.52
10,171,1,6,,,-6.37,0.74,-6.34,0.74,False,True,-2.73,-1.64
11,171,0,7,,,-6.37,0.74,,,False,False,-3.37,5.98
1,172,1,7,-6.47,0.72,-6.44,0.72,-6.46,0.75,True,True,-13.99,0.01
2,172,1,7,,,-6.44,0.72,-6.47,0.72,False,True,-8.02,-5.04
3,172,1,7,,,-6.44,0.72,-6.45,0.72,False,True,-9.04,0.11
4,172,1,7,,,-6.44,0.72,-6.46,0.72,False,True,-9.27,4.76
5,172,0,8,,,-6.44,0.72,,,False,False,-6.69,-5.02
6,172,0,8,,,-6.44,0.72,,,False,False,-6.46,1.08
7,172,1,7,,,-6.44,0.72,-6.44,0.73,False,True,-6.9,4.98
8,172,1,7,,,-6.44,0.72,-6.44,0.72,False,True,-3.4,-5.96
9,172,1,7,,,-6.44,0.72,-6.42,0.72,False,True,-3.94,-2.49
10,172,1,7,,,-6.44,0.72,-6.43,0.71,False,True,-2.8,-1.37
11,172,0,8,,,-6.44,0.72,,,False,False,-3.3,5.99
1,173,1,8,-6.5,0.72,-6.48,0.71,-6.5,0.73,True,True,-14.0,-0.0
2,173,1,8,,,-6.48,0.71,-6.45,0.69,False,True,-8.01,-5.03
3,173,1,8,,,-6.48,0.71,-6.5,0.72,False,True,-8.72,0.12
4,173,1,8,,,-6.48,0.71,-6.48,0.71,False,True,-9.0,4.78
5,173,0,9,,,-6.48,0.71,,,False,False,-6.45,-5.02
6,173,1,8,,,-6.48,0.71,-6.48,0.71,False,True,-6.7,0.96
7,173,1,8,,,-6.48,0.71,-6.48,0.71,False,True,-6.58,4.99
8,173,1,8,,,-6.48,0.71,-6.5,0.7,False,True,-3.46,-5.99
9,173,1,8,,,-6.48,0.71,-6.48,0.71,False,True,-3.69,-2.49
10,173,1,8,,,-6.48,0.71,-6.47,0.72,False,True,-2.95,-1.12
11,173,0,9,,,-6.48,0.71,,,False,False,-3.42,5.98
1,174,1,7,-6.52,0.72,-6.51,0.69,-6.51,0.68,True,True,-13.99,0.02
2,174,1,7,,,-6.51,0.69,-6.52,0.69,False,True,-8.04,-5.01
3,174,1,7,,,-6.51,0.69,-6.51,0.69,False,True,-8.38,0.12
4,174,1,7,,,-6.51,0.69,-6.51,0.69,False,True,-8.7,4.77
5,174,0,8,,,-6.51,0.69,,,False,False,-6.16,-5.02
6,174,1,8,,,-6.51,0.69,-6.51,0.69,False,True,-6.83,0.79
7,174,1,8,,,-6.51,0.69,-6.51,0.7,False,True,-6.28,5.0
8,174,1,7,,,-6.51,0.69,-6.52,0.67,False,True,-3.56,-6.0
9,174,1,7,,,-6.51,0.69,-6.51,0.69,False,True,-3.64,-2.48
10,174,1,7,,,-6.51,0.69,-6.51,0.7,False,True,-2.99,-0.87
11,174,0,8,,,-6.51,0.69,,,False,False,-3.5,6.0
1,175,1,8,-6.54,0.68,-6.52,0.69,-6.53,0.68,True,True,-14.0,0.02
2,175,1,8,,,-6.52,0.69,-6.53,0.68,False,True,-8.05,-5.0
3,175,1,8,,,-6.52,0.69,-6.53,0.7,False,True,-8.16,0.06
4,175,1,8,,,-6.52,0.69,-6.52,0.69,False,True,-8.46,4.82
5,175,0,9,,,-6.52,0.69,,,False,False,-5.89,-5.04
6,175,1,8,,,-6.52,0.69,-6.52,0.69,False,True,-6.81,0.72
7,175,1,8,,,-6.52,0.69,-6.52,0.68,False,True,-6.05,5.01
8,175,1,8,,,-6.52,0.69,-6.51,0.7,False,True,-3.56,-6.0
9,175,1,8,,,-6.52,0.69,-6.52,0.7,False,True,-3.61,-2.48
10,175,1,8,,,-6.52,0.69,-6.52,0.7,False,True,-3.01,-0.6
11,175,0,9,,,-6.52,0.69,,,False,False,-3.52,6.01
1,176,1,8,-6.54,0.68,-6.54,0.68,-6.54,0.69,True,True,-13.99,-0.01
2,176,1,8,,,-6.54,0.68,-6.54,0.7,False,True,-8.07,-5.0
3,176,1,8,,,-6.54,0.68,-6.55,0.69,False,True,-8.13,0.04
4,176,1,8,,,-6.54,0.68,-6.53,0.69,False,True,-8.2,4.98
5,176,0,9,,,-6.54,0.68,,,False,False,-5.89,-5.0
6,176,1,8,,,-6.54,0.68,-6.54,0.68,False,True,-6.78,0.7
7,176,1,8,,,-6.54,0.68,-6.54,0.69,False,True,-5.87,5.02
8,176,1,8,,,-6.54,0.68,-6.52,0.69,False,True,-3.56,-5.99
9,176,1,8,,,-6.54,0.68,-6.55,0.67,False,True,-3.62,-2.49
10,176,1,8,,,-6.54,0.68,-6.53,0.69,False,True,-3.11,-0.3
11,176,0,9,,,-6.54,0.68,,,False,False,-3.56,6.02
1,177,1,8,-5.85,0.67,-6.53,0.67,-6.06,0.68,True,True,-13.99,0.01
2,177,1,8,,,-6.53,0.67,-6.25,0.68,False,True,-8.07,-5.0
3,177,1,8,,,-6.53,0.67,-6.45,0.68,False,True,-8.12,0.03
4,177,1,8,,,-6.53,0.67,-6.53,0.69,False,True,-8.12,4.99
5,177,0,9,,,-6.53,0.67,,,False,False,-5.86,-5.0
6,177,1,8,,,-6.53,0.67,-6.55,0.67,False,True,-6.49,0.79
7,177,1,8,,,-6.53,0.67,-6.53,0.68,False,True,-5.88,5.03
8,177,1,8,,,-6.53,0.67,-6.56,0.68,False,True,-3.58,-5.99
9,177,1,8,,,-6.53,0.67,-6.55,0.68,False,True,-3.61,-2.48
10,177,1,8,,,-6.53,0.67,-6.53,0.71,False,True,-3.18,-0.0
11,177,0,9,,,-6.53,0.67,,,False,False,-3.57,6.02
1,178,1,8,-4.07,0.61,-5.07,0.64,-4.21,0.62,True,True,-14.0,0.0
2,178,1,8,,,-5.12,0.64,-4.33,0.62,False,True,-7.96,-4.99
3,178,1,8,,,-5.12,0.64,-4.47,0.63,False,True,-7.98,-0.02
4,178,1,8,,,-5.12,0.64,-4.62,0.64,False,True,-8.05,5.0
5,178,0,9,,,-5.12,0.64,,,False,False,-5.85,-4.99
6,178,1,8,,,-5.12,0.64,-4.99,0.64,False,True,-6.2,1.12
7,178,1,8,,,-5.12,0.64,-5.16,0.65,False,True,-5.78,5.04
8,178,1,8,,,-5.12,0.64,-5.32,0.66,False,True,-3.51,-5.97
9,178,1,8,,,-5.12,0.64,-5.5,0.65,False,True,-3.53,-2.52
10,178,1,8,,,-5.12,0.64,-5.69,0.65,False,True,-3.18,0.25
11,178,0,9,,,-5.12,0.64,,,False,False,-3.57,6.01
1,179,1,8,-2.9,0.59,-3.73,0.62,-3.0,0.57,True,True,-13.99,-0.0
2,179,1,8,,,-3.76,0.62,-3.1,0.62,False,True,-7.95,-5.05
3,179,1,8,,,-3.76,0.62,-3.17,0.6,False,True,-8.08,-0.02
4,179,1,8,,,-3.76,0.62,-3.26,0.62,False,True,-8.09,5.04
5,179,0,9,,,-3.76,0.62,,,False,False,-5.93,-5.02
6,179,1,8,,,-3.76,0.62,-3.46,0.62,False,True,-6.06,1.24
7,179,1,8,,,-3.76,0.62,-3.59,0.6,False,True,-5.82,5.04
8,179,1,8,,,-3.76,0.62,-3.72,0.62,False,True,-3.55,-6.01
9,179,1,8,,,-3.76,0.62,-3.82,0.62,False,True,-3.24,-2.58
10,179,1,8,,,-3.76,0.62,-3.95,0.63,False,True,-2.92,0.29
11,179,0,9,,,-3.76,0.62,,,False,False,-3.59,5.96
1,180,1,7,-2.19,0.56,-2.76,0.59,-2.23,0.59,True,True,-13.99,0.01
2,180,1,7,,,-2.77,0.59,-2.28,0.58,False,True,-8.09,-5.19
3,180,1,7,,,-2.77,0.59,-2.33,0.59,False,True,-8.43,-0.04
4,180,1,7,,,-2.77,0.59,-2.41,0.57,False,True,-8.37,5.14
5,180,0,8,,,-2.77,0.59,,,False,False,-6.04,-5.01
6,180,0,8,,,-2.77,0.59,,,False,False,-6.06,1.24
7,180,1,7,,,-2.77,0.59,-2.59,0.58,False,True,-6.1,5.03
8,180,1,7,,,-2.77,0.59,-2.68,0.58,False,True,-3.78,-6.01
9,180,1,7,,,-2.77,0.59,-2.75,0.6,False,True,-2.96,-2.65
10,180,1,7,,,-2.77,0.59,-2.81,0.59,False,True,-2.77,0.23
11,180,0,8,,,-2.77,0.59,,,False,False,-3.74,5.92
1,181,1,7,-1.76,0.56,-2.09,0.58,-1.79,0.58,True,True,-13.99,0.02
2,181,1,7,,,-2.1,0.58,-1.8,0.58,False,True,-8.24,-5.3
3,181,1,7,,,-2.1,0.58,-1.85,0.57,False,True,-8.73,-0.02
4,181,1,7,,,-2.1,0.58,-1.88,0.57,False,True,-8.68,5.18
5,181,0,8,,,-2.1,0.58,,,False,False,-6.29,-5.0
6,181,0,8,,,-2.1,0.58,,,False,False,-6.22,1.03
7,181,1,7,,,-2.1,0.58,-2.01,0.56,False,True,-6.39,4.99
8,181,1,7,,,-2.1,0.58,-2.06,0.57,False,True,-3.75,-5.99
9,181,1,7,,,-2.1,0.58,-2.08,0.57,False,True,-2.97,-2.57
10,181,1,7,,,-2.1,0.58,-2.13,0.58,False,True,-2.54,0.24
11,181,0,8,,,-2.1,0.58,,,False,False,-3.92,5.89
1,182,1,8,-1.48,0.57,-1.68,0.57,-1.5,0.6,True,True,-14.0,0.01
2,182,1,8,,,-1.69,0.57,-1.49,0.56,False,True,-8.22,-5.52
3,182,1,8,,,-1.69,0.57,-1.54,0.57,False,True,-9.03,-0.01
4,182,1,8,,,-1.69,0.57,-1.56,0.56,False,True,-8.93,5.11
5,182,0,9,,,-1.69,0.57,,,False,False,-6.62,-4.99
6,182,1,8,,,-1.69,0.57,-1.6,0.57,False,True,-6.37,0.88
7,182,1,8,,,-1.69,0.57,-1.62,0.58,False,True,-6.44,4.98
8,182,1,8,,,-1.69,0.57,-1.66,0.56,False,True,-3.59,-5.94
9,182,1,8,,,-1.69,0.57,-1.68,0.57,False,True,-2.83,-2.46
10,182,1,8,,,-1.69,0.57,-1.72,0.57,False,True,-2.21,0.26
11,182,0,9,,,-1.69,0.57,,,False,False,-3.9,5.81
1,183,1,8,-1.28,0.56,-1.43,0.56,-1.31,0.59,True,True,-13.99,0.01
2,183,1,8,,,-1.43,0.56,-1.34,0.57,False,True,-8.11,-5.73
3,183,1,8,,,-1.43,0.56,-1.32,0.54,False,True,-9.33,0.0
4,183,1,8,,,-1.43,0.56,-1.34,0.56,False,True,-9.24,5.03
5,183,0,9,,,-1.43,0.56,,,False,False,-6.71,-4.97
6,183,1,8,,,-1.43,0.56,-1.39,0.54,False,True,-6.42,0.88
7,183,1,8,,,-1.43,0.56,-1.4,0.52,False,True,-6.26,4.9
8,183,1,8,,,-1.43,0.56,-1.43,0.57,False,True,-3.3,-5.95
9,183,1,8,,,-1.43,0.56,-1.43,0.56,False,True,-2.5,-2.5
10,183,1,8,,,-1.43,0.56,-1.45,0.56,False,True,-1.86,0.35
11,183,0,9,,,-1.43,0.56,,,False,False,-3.66,5.81
1,184,1,7,-1.18,0.53,-1.28,0.56,-1.21,0.6,True,True,-13.99,0.01
2,184,1,8,,,-1.28,0.56,-1.18,0.55,False,True,-8.05,-5.73
3,184,1,8,,,-1.28,0.56,-1.21,0.53,False,True,-9.48,0.03
4,184,1,7,,,-1.28,0.56,-1.23,0.57,False,True,-9.45,4.97
5,184,0,8,,,-1.28,0.56,,,False,False,-6.6,-4.92
6,184,1,7,,,-1.28,0.56,-1.25,0.57,False,True,-6.24,0.78
7,184,1,7,,,-1.28,0.56,-1.26,0.57,False,True,-5.96,4.84
8,184,1,7,,,-1.28,0.56,-1.25,0.56,False,True,-2.97,-5.99
9,184,1,7,,,-1.28,0.56,-1.27,0.55,False,True,-2.23,-2.43
10,184,1,7,,,-1.28,0.56,-1.29,0.56,False,True,-1.53,0.48
11,184,0,8,,,-1.28,0.56,,,False,False,-3.34,5.81
1,185,1,8,-1.13,0.51,-1.18,0.55,-1.1,0.53,True,True,-13.99,-0.0
2,185,1,8,,,-1.18,0.55,-1.13,0.53,False,True,-8.0,-5.63
3,185,1,8,,,-1.18,0.55,-1.14,0.54,False,True,-9.46,0.04
4,185,1,8,,,-1.18,0.55,-1.16,0.52,False,True,-9.45,4.99
5,185,0,9,,,-1.18,0.55,,,False,False,-6.28,-4.91
6,185,1,8,,,-1.18,0.55,-1.15,0.57,False,True,-6.08,0.55
7,185,1,8,,,-1.18,0.55,-1.15,0.55,False,True,-5.77,4.88
8,185,1,8,,,-1.18,0.55,-1.17,0.54,False,True,-2.67,-5.99
9,185,1,8,,,-1.18,0.55,-1.18,0.55,False,True,-2.03,-2.45
10,185,1,8,,,-1.18,0.55,-1.19,0.55,False,True,-1.37,0.56
11,185,0,9,,,-1.18,0.55,,,False,False,-3.07,5.85
1,186,1,7,-1.08,0.55,-1.12,0.55,-1.08,0.56,True,True,-14.0,0.02
2,186,0,8,,,-1.12,0.55,,,False,False,-7.96,-5.59
3,186,1,7,,,-1.12,0.55,-1.08,0.56,False,True,-9.45,0.0
4,186,1,7,,,-1.12,0.55,-1.09,0.54,False,True,-9.45,4.97
5,186,0,8,,,-1.12,0.55,,,False,False,-6.0,-4.85
6,186,1,7,,,-1.12,0.55,-1.1,0.56,False,True,-5.9,0.26
7,186,1,7,,,-1.12,0.55,-1.09,0.56,False,True,-5.72,4.97
8,186,1,7,,,-1.12,0.55,-1.1,0.55,False,True,-2.36,-6.03
9,186,1,7,,,-1.12,0.55,-1.11,0.56,False,True,-2.04,-2.48
10,186,1,7,,,-1.12,0.55,-1.12,0.55,False,True,-1.33,0.57
11,186,0,8,,,-1.12,0.55,,,False,False,-2.73,5.89
1,187,1,7,-1.05,0.53,-1.08,0.55,-1.05,0.53,True,True,-13.98,0.0
2,187,0,8,,,-1.08,0.55,,,False,False,-7.96,-5.59
3,187,1,7,,,-1.08,0.55,-1.05,0.56,False,True,-9.44,-0.01
4,187,1,7,,,-1.08,0.55,-1.06,0.54,False,True,-9.43,4.98
5,187,0,8,,,-1.08,0.55,,,False,False,-5.78,-4.96
6,187,1,7,,,-1.08,0.55,-1.07,0.56,False,True,-5.78,0.11
7,187,1,7,,,-1.08,0.55,-1.07,0.55,False,True,-5.71,4.99
8,187,1,7,,,-1.08,0.55,-1.09,0.56,False,True,-2.12,-6.03
9,187,1,7,,,-1.08,0.55,-1.07,0.55,False,True,-2.02,-2.48
