agent_id,cycle,messages_sent,messages_received,vision_x,vision_y,estimated_x,estimated_y,sent_x,sent_y,agent_with_vision,agent_who_broadcasted,agent_pos_x,agent_pos_y
1,0,1,8,0.0,-0.0,-0.0,-0.0,-0.0,-0.04,True,True,-13.97,-0.01
2,0,1,7,,,-0.0,-0.0,0.0,-0.01,False,True,-8.99,-4.98
3,0,1,7,,,-0.0,-0.0,0.0,0.02,False,True,-9.02,-0.02
4,0,1,7,,,-0.0,-0.0,-0.01,-0.01,False,True,-9.02,5.02
5,0,0,8,,,-0.0,-0.0,,,False,False,-4.98,-5.02
6,0,1,7,,,-0.0,-0.0,-0.01,0.01,False,True,-5.0,0.02
7,0,1,7,,,-0.0,-0.0,-0.02,-0.02,False,True,-4.95,4.98
8,0,1,7,,,-0.0,-0.0,0.0,-0.01,False,True,-1.02,-5.98
9,0,1,7,,,-0.0,-0.0,-0.0,0.0,False,True,-1.01,-2.39
10,0,1,7,,,-0.0,-0.0,-0.0,-0.0,False,True,-1.02,2.46
11,0,0,8,,,-0.0,-0.0,,,False,False,-0.98,6.02
1,1,1,8,-0.0,0.01,0.0,0.0,0.0,-0.01,True,True,-13.99,-0.01
2,1,1,8,,,0.0,-0.0,-0.02,0.02,False,True,-8.91,-4.99
3,1,1,8,,,0.0,-0.0,0.02,0.02,False,True,-8.89,-0.02
4,1,1,8,,,0.0,-0.0,0.0,0.01,False,True,-8.92,4.94
5,1,0,9,,,0.0,-0.0,,,False,False,-5.0,-5.02
6,1,1,8,,,0.0,-0.0,-0.0,-0.0,False,True,-4.94,-0.03
7,1,1,8,,,0.0,-0.0,0.02,0.0,False,True,-4.95,4.98
8,1,1,8,,,0.0,-0.0,0.01,-0.02,False,True,-0.94,-5.98
9,1,1,8,,,0.0,-0.0,0.01,-0.0,False,True,-0.88,-2.13
10,1,1,8,,,0.0,-0.0,-0.0,-0.0,False,True,-1.0,2.47
11,1,0,9,,,0.0,-0.0,,,False,False,-0.87,5.95
1,2,1,8,0.0,-0.03,-0.0,0.0,-0.0,0.03,True,True,-13.99,0.02
2,2,1,8,,,-0.0,0.0,0.03,-0.02,False,True,-8.75,-4.99
3,2,1,8,,,-0.0,0.0,-0.01,-0.02,False,True,-8.56,-0.04
4,2,1,8,,,-0.0,0.0,0.02,0.05,False,True,-8.73,4.87
5,2,0,9,,,-0.0,0.0,,,False,False,-4.92,-5.01
6,2,1,8,,,-0.0,0.0,0.01,0.0,False,True,-4.73,-0.08
7,2,1,8,,,-0.0,0.0,-0.01,0.01,False,True,-4.82,4.95
8,2,1,8,,,-0.0,0.0,-0.01,0.0,False,True,-0.71,-6.0
9,2,1,8,,,-0.0,0.0,-0.01,-0.0,False,True,-0.81,-1.78
10,2,1,8,,,-0.0,0.0,0.0,-0.0,False,True,-0.86,2.47
11,2,0,9,,,-0.0,0.0,,,False,False,-0.66,5.89
1,3,1,8,0.0,0.04,0.0,0.01,-0.01,0.05,True,True,-14.0,0.01
2,3,1,8,,,0.0,0.01,-0.0,0.02,False,True,-8.72,-5.01
3,3,1,8,,,0.0,0.01,-0.01,-0.0,False,True,-8.31,-0.05
4,3,1,8,,,0.0,0.01,0.02,0.03,False,True,-8.7,4.92
5,3,0,9,,,0.0,0.01,,,False,False,-4.59,-4.93
6,3,1,8,,,0.0,0.01,-0.0,0.0,False,True,-4.63,-0.1
7,3,1,8,,,0.0,0.01,0.01,0.01,False,True,-4.71,4.95
8,3,1,8,,,0.0,0.01,0.01,-0.0,False,True,-0.51,-5.98
9,3,1,8,,,0.0,0.01,-0.0,-0.0,False,True,-0.69,-1.4
10,3,1,8,,,0.0,0.01,0.01,0.01,False,True,-0.89,2.51
11,3,0,9,,,0.0,0.01,,,False,False,-0.65,5.86
1,4,1,8,-0.01,0.07,-0.0,-0.0,-0.01,0.01,True,True,-14.0,0.01
2,4,1,8,,,-0.0,0.0,-0.01,0.02,False,True,-8.9,-5.04
3,4,1,8,,,-0.0,0.0,0.0,-0.0,False,True,-8.29,-0.06
4,4,1,8,,,-0.0,0.0,-0.0,-0.02,False,True,-8.79,4.98
5,4,0,9,,,-0.0,0.0,,,False,False,-4.44,-4.9
6,4,1,8,,,-0.0,0.0,-0.0,-0.0,False,True,-4.7,-0.09
7,4,1,8,,,-0.0,0.0,-0.03,-0.02,False,True,-4.78,4.96
8,4,1,8,,,-0.0,0.0,-0.04,0.0,False,True,-0.46,-5.98
9,4,1,8,,,-0.0,0.0,0.0,-0.0,False,True,-0.57,-1.03
10,4,1,8,,,-0.0,0.0,-0.0,-0.0,False,True,-0.95,2.49
11,4,0,9,,,-0.0,0.0,,,False,False,-0.83,5.93
1,5,1,7,-0.01,0.01,0.0,-0.0,0.02,0.02,True,True,-13.99,0.02
2,5,1,7,,,-0.0,-0.0,0.02,-0.01,False,True,-8.87,-5.03
3,5,1,7,,,-0.0,-0.0,-0.01,-0.01,False,True,-8.11,-0.05
4,5,1,7,,,-0.0,-0.0,-0.0,0.01,False,True,-8.75,4.99
5,5,0,8,,,-0.0,-0.0,,,False,False,-4.41,-4.88
6,5,1,7,,,-0.0,-0.0,-0.0,-0.01,False,True,-4.56,-0.07
7,5,1,7,,,-0.0,-0.0,-0.0,-0.01,False,True,-4.64,4.98
8,5,1,7,,,-0.0,-0.0,-0.01,-0.01,False,True,-0.33,-6.14
9,5,1,7,,,-0.0,-0.0,-0.0,-0.0,False,True,-0.52,-0.66
10,5,0,8,,,-0.0,-0.0,,,False,False,-0.74,2.49
11,5,0,8,,,-0.0,-0.0,,,False,False,-0.91,5.96
1,6,1,7,0.02,-0.04,0.0,-0.0,0.0,0.02,True,True,-14.0,0.02
2,6,1,7,,,0.0,-0.0,-0.02,-0.02,False,True,-8.63,-5.01
3,6,0,8,,,0.0,-0.0,,,False,False,-7.79,-0.04
4,6,1,7,,,0.0,-0.0,-0.01,-0.0,False,True,-8.53,4.94
5,6,0,8,,,0.0,-0.0,,,False,False,-4.21,-4.86
6,6,1,7,,,0.0,-0.0,-0.0,-0.0,False,True,-4.31,-0.05
7,6,1,7,,,0.0,-0.0,-0.0,-0.01,False,True,-4.37,4.91
8,6,1,7,,,0.0,-0.0,0.01,-0.0,False,True,-0.09,-6.34
9,6,1,7,,,0.0,-0.0,0.0,-0.0,False,True,-0.42,-0.32
10,6,1,7,,,0.0,-0.0,0.01,0.0,False,True,-0.4,2.45
11,6,0,8,,,0.0,-0.0,,,False,False,-0.88,5.84
1,7,1,8,0.01,0.0,0.0,-0.0,-0.01,-0.04,True,True,-13.99,0.02
2,7,1,8,,,0.0,-0.0,0.03,-0.05,False,True,-8.33,-4.91
3,7,1,8,,,0.0,-0.0,-0.0,0.0,False,True,-7.48,-0.07
4,7,1,8,,,0.0,-0.0,0.02,0.01,False,True,-8.22,4.83
5,7,0,9,,,0.0,-0.0,,,False,False,-3.88,-4.82
6,7,1,8,,,0.0,-0.0,0.0,-0.01,False,True,-3.99,-0.11
7,7,1,8,,,0.0,-0.0,-0.01,0.0,False,True,-4.08,4.85
8,7,1,8,,,0.0,-0.0,0.02,0.01,False,True,0.21,-6.47
9,7,1,8,,,0.0,-0.0,-0.0,-0.0,False,True,-0.28,0.01
10,7,1,8,,,0.0,-0.0,0.0,-0.0,False,True,-0.06,2.38
11,7,0,9,,,0.0,-0.0,,,False,False,-0.79,5.75
1,8,1,8,0.01,0.03,0.0,0.0,-0.02,0.04,True,True,-14.0,0.01
2,8,1,8,,,0.0,0.0,-0.01,0.02,False,True,-8.02,-4.83
3,8,1,8,,,0.0,0.0,0.01,0.02,False,True,-7.11,-0.05
4,8,1,8,,,0.0,0.0,0.01,-0.01,False,True,-7.93,4.75
5,8,0,9,,,0.0,0.0,,,False,False,-3.58,-4.8
6,8,1,8,,,0.0,0.0,0.0,0.0,False,True,-3.6,-0.09
7,8,1,8,,,0.0,0.0,0.0,0.01,False,True,-3.76,4.81
8,8,1,8,,,0.0,0.0,0.02,-0.0,False,True,0.52,-6.57
9,8,1,8,,,0.0,0.0,0.0,-0.0,False,True,-0.21,0.06
10,8,1,8,,,0.0,0.0,0.0,-0.0,False,True,0.29,2.4
11,8,0,9,,,0.0,0.0,,,False,False,-0.53,5.77
1,9,1,8,0.01,0.02,-0.0,0.0,0.01,0.01,True,True,-14.0,0.0
2,9,1,8,,,-0.0,0.0,0.01,-0.01,False,True,-7.71,-4.76
3,9,1,8,,,-0.0,0.0,-0.01,-0.01,False,True,-6.75,-0.05
4,9,1,8,,,-0.0,0.0,-0.01,-0.0,False,True,-7.61,4.72
5,9,0,9,,,-0.0,0.0,,,False,False,-3.3,-4.86
6,9,1,8,,,-0.0,0.0,-0.0,0.01,False,True,-3.25,-0.1
7,9,1,8,,,-0.0,0.0,-0.0,0.02,False,True,-3.46,4.77
8,9,1,8,,,-0.0,0.0,-0.02,-0.02,False,True,0.83,-6.7
9,9,1,8,,,-0.0,0.0,-0.0,-0.0,False,True,-0.22,-0.0
10,9,1,8,,,-0.0,0.0,0.0,0.0,False,True,0.59,2.4
11,9,0,9,,,-0.0,0.0,,,False,False,-0.26,5.68
1,10,1,8,0.13,-0.04,-0.0,0.0,0.01,0.02,True,True,-13.99,0.0
2,10,1,8,,,-0.0,0.0,0.01,0.01,False,True,-7.38,-4.73
3,10,1,8,,,-0.0,0.0,-0.02,0.01,False,True,-6.39,-0.06
4,10,1,8,,,-0.0,0.0,0.01,0.03,False,True,-7.34,4.65
5,10,0,9,,,-0.0,0.0,,,False,False,-3.03,-4.86
6,10,1,8,,,-0.0,0.0,0.0,0.01,False,True,-2.88,-0.11
7,10,1,8,,,-0.0,0.0,-0.01,0.0,False,True,-3.22,4.72
8,10,1,8,,,-0.0,0.0,-0.01,0.0,False,True,1.16,-6.72
9,10,1,8,,,-0.0,0.0,-0.0,0.0,False,True,-0.1,0.04
10,10,1,8,,,-0.0,0.0,-0.01,-0.0,False,True,0.77,2.4
11,10,0,9,,,-0.0,0.0,,,False,False,-0.05,5.5
1,11,1,8,0.16,-0.11,0.12,-0.03,0.14,0.01,True,True,-14.0,0.03
2,11,1,8,,,0.12,-0.03,0.17,-0.06,False,True,-7.15,-4.66
3,11,1,8,,,0.12,-0.03,0.16,-0.02,False,True,-6.06,-0.03
4,11,1,8,,,0.12,-0.03,0.12,-0.07,False,True,-7.04,4.6
5,11,0,9,,,0.12,-0.03,,,False,False,-2.74,-4.85
6,11,1,8,,,0.12,-0.03,0.11,-0.03,False,True,-2.61,-0.1
7,11,1,8,,,0.12,-0.03,0.13,-0.04,False,True,-2.93,4.78
8,11,1,8,,,0.12,-0.03,0.11,-0.03,False,True,1.47,-6.69
9,11,1,8,,,0.12,-0.03,0.12,-0.03,False,True,0.15,0.1
10,11,1,8,,,0.12,-0.03,0.15,-0.02,False,True,1.8,10.49
11,11,0,9,,,0.12,-0.03,,,False,False,0.12,5.26
1,12,1,8,0.2,-0.14,0.17,-0.08,0.17,-0.06,True,True,-13.99,-0.0
2,12,1,8,,,0.17,-0.08,0.19,-0.14,False,True,-6.83,-4.66
3,12,1,8,,,0.17,-0.08,0.17,-0.15,False,True,-5.79,-0.01
4,12,1,8,,,0.17,-0.08,0.19,-0.08,False,True,-6.77,4.59
5,12,0,9,,,0.17,-0.08,,,False,False,-2.52,-4.85
6,12,1,8,,,0.17,-0.08,0.17,-0.1,False,True,-2.34,-0.12
7,12,1,8,,,0.17,-0.08,0.17,-0.1,False,True,-2.7,4.77
8,12,1,8,,,0.17,-0.08,0.18,-0.09,False,True,1.79,-6.72
9,12,1,8,,,0.17,-0.08,0.17,-0.08,False,True,0.23,0.09
10,12,1,8,,,0.17,-0.08,0.14,-0.07,False,True,1.73,10.45
11,12,0,9,,,0.17,-0.08,,,False,False,0.33,5.24
1,13,1,8,0.26,-0.08,0.22,-0.1,0.23,-0.07,True,True,-13.99,0.01
2,13,1,8,,,0.22,-0.1,0.25,-0.06,False,True,-6.53,-4.67
3,13,1,8,,,0.22,-0.1,0.24,-0.08,False,True,-5.53,-0.01
4,13,1,8,,,0.22,-0.1,0.24,-0.08,False,True,-6.51,4.61
5,13,0,9,,,0.22,-0.1,,,False,False,-2.43,-4.85
6,13,1,8,,,0.22,-0.1,0.23,-0.09,False,True,-2.11,-0.11
7,13,1,8,,,0.22,-0.1,0.22,-0.09,False,True,-2.49,4.81
8,13,1,8,,,0.22,-0.1,0.22,-0.08,False,True,2.02,-6.58
9,13,1,8,,,0.22,-0.1,0.22,-0.1,False,True,0.2,0.03
10,13,1,8,,,0.22,-0.1,0.22,-0.1,False,True,1.72,10.13
11,13,0,9,,,0.22,-0.1,,,False,False,0.48,5.16
1,14,1,8,0.25,-0.11,0.26,-0.06,0.26,-0.08,True,True,-14.0,0.03
2,14,1,8,,,0.26,-0.06,0.25,-0.07,False,True,-6.24,-4.72
3,14,1,8,,,0.26,-0.06,0.26,-0.07,False,True,-5.43,-0.0
4,14,1,8,,,0.26,-0.06,0.25,-0.08,False,True,-6.19,4.62
5,14,0,9,,,0.26,-0.06,,,False,False,-2.2,-4.85
6,14,1,8,,,0.26,-0.06,0.27,-0.04,False,True,-1.73,-0.08
7,14,1,8,,,0.26,-0.06,0.28,-0.04,False,True,-2.2,4.85
8,14,1,8,,,0.26,-0.06,0.25,-0.07,False,True,2.25,-6.38
9,14,1,8,,,0.26,-0.06,0.26,-0.06,False,True,0.18,0.07
10,14,1,8,,,0.26,-0.06,0.26,-0.07,False,True,1.76,9.74
11,14,0,9,,,0.26,-0.06,,,False,False,0.73,5.09
1,15,1,7,0.25,-0.1,0.25,-0.11,0.25,-0.12,True,True,-13.99,-0.01
2,15,1,7,,,0.25,-0.11,0.23,-0.12,False,True,-5.94,-4.8
3,15,1,7,,,0.25,-0.11,0.24,-0.12,False,True,-5.41,-0.02
4,15,1,7,,,0.25,-0.11,0.24,-0.16,False,True,-5.91,4.66
5,15,0,8,,,0.25,-0.11,,,False,False,-1.9,-4.93
6,15,1,7,,,0.25,-0.11,0.24,-0.13,False,True,-1.43,-0.08
7,15,1,8,,,0.25,-0.11,0.21,-0.14,False,True,-1.92,4.85
8,15,1,8,,,0.25,-0.11,0.25,-0.12,False,True,2.47,-6.19
9,15,1,7,,,0.25,-0.11,0.25,-0.11,False,True,0.11,-0.01
10,15,1,7,,,0.25,-0.11,0.26,-0.09,False,True,1.75,9.35
11,15,0,8,,,0.25,-0.11,,,False,False,0.95,5.1
1,16,1,8,0.23,-0.17,0.23,-0.17,0.24,-0.18,True,True,-13.99,-0.0
2,16,1,8,,,0.23,-0.16,0.24,-0.19,False,True,-5.65,-4.9
3,16,1,8,,,0.23,-0.16,0.24,-0.18,False,True,-5.4,-0.02
4,16,1,8,,,0.23,-0.16,0.24,-0.17,False,True,-5.62,4.78
5,16,0,9,,,0.23,-0.16,,,False,False,-1.74,-4.96
6,16,1,8,,,0.23,-0.16,0.24,-0.18,False,True,-1.32,-0.08
7,16,1,8,,,0.23,-0.16,0.23,-0.18,False,True,-1.65,4.89
8,16,1,8,,,0.23,-0.16,0.23,-0.17,False,True,2.66,-6.08
9,16,1,8,,,0.23,-0.16,0.23,-0.16,False,True,0.02,-0.07
10,16,1,8,,,0.23,-0.16,0.25,-0.17,False,True,1.75,8.99
11,16,0,9,,,0.23,-0.16,,,False,False,1.08,5.15
1,17,1,8,0.21,-0.23,0.22,-0.2,0.22,-0.18,True,True,-14.0,0.0
2,17,1,8,,,0.22,-0.2,0.23,-0.22,False,True,-5.46,-4.98
3,17,1,8,,,0.22,-0.2,0.22,-0.21,False,True,-5.4,-0.02
4,17,1,8,,,0.22,-0.2,0.21,-0.22,False,True,-5.44,4.91
5,17,0,9,,,0.22,-0.2,,,False,False,-1.55,-4.98
6,17,1,8,,,0.22,-0.2,0.23,-0.21,False,True,-1.34,-0.03
7,17,1,8,,,0.22,-0.2,0.2,-0.2,False,True,-1.6,4.85
8,17,1,8,,,0.22,-0.2,0.22,-0.2,False,True,2.68,-6.04
9,17,1,8,,,0.22,-0.2,0.22,-0.2,False,True,0.05,-0.15
10,17,1,8,,,0.22,-0.2,0.23,-0.19,False,True,1.75,8.67
11,17,0,9,,,0.22,-0.2,,,False,False,1.26,5.24
1,18,0,6,0.24,-0.27,0.22,-0.22,,,True,False,-14.0,0.0
2,18,1,6,0.23,-0.23,0.22,-0.22,0.2,-0.21,True,True,-5.43,-4.99
3,18,1,6,0.21,-0.22,0.22,-0.22,0.22,-0.24,True,True,-5.4,-0.03
4,18,1,6,0.2,-0.25,0.22,-0.22,0.23,-0.21,True,True,-5.44,4.96
5,18,0,7,,,0.22,-0.22,,,False,False,-1.36,-4.97
6,18,0,7,0.21,-0.23,0.22,-0.22,,,True,False,-1.35,-0.03
7,18,1,6,0.22,-0.23,0.22,-0.22,0.22,-0.21,True,True,-1.4,5.01
8,18,0,7,0.23,-0.23,0.22,-0.22,,,True,False,2.71,-6.01
9,18,1,6,0.22,-0.24,0.22,-0.22,0.22,-0.22,True,True,0.01,-0.18
10,18,1,6,0.21,-0.24,0.22,-0.22,0.2,-0.2,True,True,1.75,8.32
11,18,0,7,,,0.22,-0.22,,,False,False,1.56,5.34
1,19,1,7,0.21,-0.26,0.21,-0.23,0.22,-0.27,True,True,-14.0,0.0
2,19,1,6,,,0.21,-0.23,0.22,-0.25,False,True,-5.42,-5.0
3,19,1,6,0.21,-0.23,0.21,-0.23,0.22,-0.21,True,True,-5.41,-0.02
4,19,1,6,0.21,-0.23,0.21,-0.23,0.19,-0.26,True,True,-5.44,4.97
5,19,0,7,,,0.21,-0.23,,,False,False,-1.38,-4.97
6,19,1,7,0.22,-0.24,0.21,-0.23,0.21,-0.23,True,True,-1.35,-0.01
7,19,1,7,0.21,-0.24,0.21,-0.23,0.19,-0.24,True,True,-1.4,5.01
8,19,1,6,0.22,-0.23,0.21,-0.23,0.22,-0.23,True,True,2.69,-6.01
9,19,1,6,0.21,-0.24,0.21,-0.23,0.21,-0.23,True,True,0.01,-0.21
10,19,1,6,0.2,-0.25,0.21,-0.23,0.21,-0.22,True,True,1.82,7.98
11,19,0,7,,,0.21,-0.23,,,False,False,1.9,5.29
1,20,1,8,0.04,-0.22,0.17,-0.23,0.08,-0.25,True,True,-13.99,0.01
2,20,1,8,,,0.17,-0.23,0.05,-0.24,False,True,-5.47,-5.03
3,20,1,7,,,0.17,-0.23,0.06,-0.21,False,True,-5.56,0.03
4,20,1,7,,,0.17,-0.23,0.05,-0.23,False,True,-5.47,4.96
5,20,0,8,,,0.17,-0.23,,,False,False,-1.41,-5.01
6,20,1,7,,,0.17,-0.23,0.04,-0.21,False,True,-1.45,-0.01
7,20,1,7,,,0.17,-0.23,0.22,-0.25,False,True,-1.47,4.99
8,20,1,7,,,0.17,-0.23,0.21,-0.24,False,True,2.65,-6.03
9,20,1,7,,,0.17,-0.23,0.21,-0.24,False,True,-0.03,-0.25
10,20,1,7,,,0.17,-0.23,0.2,-0.24,False,True,1.77,7.65
11,20,0,8,,,0.17,-0.23,,,False,False,2.18,5.29
1,21,1,8,0.04,-0.0,0.03,-0.21,0.02,-0.09,True,True,-13.99,-0.01
2,21,1,8,,,0.03,-0.21,0.03,-0.08,False,True,-5.46,-5.01
3,21,1,8,,,0.03,-0.21,0.03,-0.11,False,True,-5.56,-0.0
4,21,1,8,,,0.03,-0.21,0.05,-0.09,False,True,-5.48,4.97
5,21,0,9,,,0.03,-0.21,,,False,False,-1.63,-5.07
6,21,1,8,,,0.03,-0.21,0.02,-0.17,False,True,-1.47,-0.01
7,21,1,8,,,0.03,-0.21,0.02,-0.19,False,True,-1.48,4.99
8,21,1,8,,,0.03,-0.21,0.02,-0.22,False,True,2.57,-6.0
9,21,1,8,,,0.03,-0.21,0.03,-0.23,False,True,-0.12,-0.31
10,21,1,8,,,0.03,-0.21,-0.01,-0.22,False,True,1.76,7.32
11,21,0,9,,,0.03,-0.21,,,False,False,2.26,5.3
1,22,1,8,0.04,0.15,0.03,0.01,0.04,0.13,True,True,-14.0,0.03
2,22,1,8,,,0.03,0.0,0.05,0.09,False,True,-5.47,-5.01
3,22,1,8,,,0.03,0.0,0.04,0.08,False,True,-5.51,-0.01
4,22,1,8,,,0.03,0.0,0.03,0.07,False,True,-5.47,4.98
5,22,0,9,,,0.03,0.0,,,False,False,-1.86,-5.02
6,22,1,8,,,0.03,0.0,0.04,0.03,False,True,-1.47,0.0
7,22,1,8,,,0.03,0.0,0.02,0.02,False,True,-1.48,5.0
8,22,1,8,,,0.03,0.0,0.04,0.0,False,True,2.56,-6.0
9,22,1,8,,,0.03,0.0,0.03,-0.01,False,True,-0.23,-0.37
10,22,1,8,,,0.03,0.0,0.06,-0.05,False,True,1.81,6.97
11,22,0,9,,,0.03,0.0,,,False,False,2.31,5.49
1,23,1,8,0.06,0.24,0.04,0.14,0.03,0.18,True,True,-13.99,-0.01
2,23,1,8,,,0.04,0.14,0.06,0.17,False,True,-5.45,-5.02
3,23,1,8,,,0.04,0.14,0.05,0.19,False,True,-5.5,-0.02
4,23,1,8,,,0.04,0.14,0.03,0.15,False,True,-5.49,4.97
5,23,0,9,,,0.04,0.14,,,False,False,-1.74,-4.94
6,23,1,8,,,0.04,0.14,0.04,0.16,False,True,-1.47,-0.02
7,23,1,8,,,0.04,0.14,0.04,0.15,False,True,-1.5,4.99
8,23,1,8,,,0.04,0.14,0.06,0.15,False,True,2.57,-5.99
9,23,1,8,,,0.04,0.14,0.04,0.13,False,True,-0.27,-0.2
10,23,1,8,,,0.04,0.14,0.02,0.12,False,True,1.78,6.62
11,23,0,9,,,0.04,0.14,,,False,False,2.4,5.76
1,24,1,8,0.06,0.22,0.05,0.23,0.05,0.23,True,True,-13.99,0.01
2,24,1,8,,,0.05,0.23,0.06,0.27,False,True,-5.45,-5.01
3,24,1,8,,,0.05,0.23,0.05,0.24,False,True,-5.48,-0.02
4,24,1,8,,,0.05,0.23,0.07,0.24,False,True,-5.48,4.98
5,24,0,9,,,0.05,0.23,,,False,False,-1.56,-4.99
6,24,1,8,,,0.05,0.23,0.05,0.24,False,True,-1.47,-0.01
7,24,1,8,,,0.05,0.23,0.05,0.23,False,True,-1.48,4.99
8,24,1,8,,,0.05,0.23,0.05,0.22,False,True,2.56,-5.99
9,24,1,8,,,0.05,0.23,0.05,0.22,False,True,-0.27,0.04
10,24,1,8,,,0.05,0.23,0.05,0.2,False,True,1.86,6.29
11,24,0,9,,,0.05,0.23,,,False,False,2.45,5.94
1,25,1,8,0.09,0.3,0.06,0.28,0.04,0.3,True,True,-14.0,0.02
2,25,1,8,,,0.06,0.28,0.05,0.3,False,True,-5.46,-5.0
3,25,1,8,,,0.06,0.28,0.06,0.29,False,True,-5.48,-0.02
4,25,1,8,,,0.06,0.28,0.06,0.29,False,True,-5.48,4.97
5,25,0,9,,,0.06,0.28,,,False,False,-1.5,-4.98
6,25,1,8,,,0.06,0.28,0.06,0.28,False,True,-1.47,-0.01
7,25,1,8,,,0.06,0.28,0.05,0.29,False,True,-1.48,5.0
8,25,1,8,,,0.06,0.28,0.05,0.27,False,True,2.56,-5.99
9,25,1,8,,,0.06,0.28,0.06,0.28,False,True,-0.16,0.2
10,25,1,8,,,0.06,0.28,0.03,0.28,False,True,1.89,5.98
11,25,0,9,,,0.06,0.28,,,False,False,2.46,5.95
1,26,1,8,0.05,0.29,0.06,0.31,0.05,0.31,True,True,-13.99,0.01
2,26,1,8,,,0.06,0.31,0.06,0.33,False,True,-5.44,-5.01
3,26,1,8,,,0.06,0.31,0.06,0.33,False,True,-5.47,-0.03
4,26,1,8,,,0.06,0.31,0.07,0.33,False,True,-5.48,4.96
5,26,0,9,,,0.06,0.31,,,False,False,-1.46,-4.97
6,26,1,8,,,0.06,0.31,0.06,0.31,False,True,-1.46,-0.02
7,26,1,8,,,0.06,0.31,0.05,0.3,False,True,-1.49,4.99
8,26,1,8,,,0.06,0.31,0.09,0.33,False,True,2.57,-5.99
9,26,1,8,,,0.06,0.31,0.06,0.31,False,True,-0.17,0.26
10,26,1,8,,,0.06,0.31,0.05,0.3,False,True,1.88,5.63
11,26,0,9,,,0.06,0.31,,,False,False,2.5,5.98
1,27,1,8,0.07,0.33,0.06,0.33,0.06,0.34,True,True,-13.99,0.01
2,27,1,8,,,0.06,0.33,0.07,0.34,False,True,-5.45,-5.0
3,27,1,8,,,0.06,0.33,0.07,0.33,False,True,-5.46,-0.02
4,27,1,8,,,0.06,0.33,0.08,0.36,False,True,-5.47,4.97
5,27,0,9,,,0.06,0.33,,,False,False,-1.46,-4.98
6,27,1,8,,,0.06,0.33,0.06,0.34,False,True,-1.46,-0.01
7,27,1,8,,,0.06,0.33,0.05,0.33,False,True,-1.48,4.99
8,27,1,8,,,0.06,0.33,0.05,0.31,False,True,2.57,-5.99
9,27,1,8,,,0.06,0.33,0.06,0.33,False,True,-0.15,0.31
10,27,1,8,,,0.06,0.33,0.08,0.32,False,True,1.92,5.29
11,27,0,9,,,0.06,0.33,,,False,False,2.53,5.98
1,28,1,7,0.07,0.39,0.06,0.34,0.05,0.39,True,True,-14.0,0.01
2,28,1,8,,,0.06,0.34,0.08,0.34,False,True,-5.45,-5.0
3,28,1,8,,,0.06,0.34,0.07,0.32,False,True,-5.46,-0.02
4,28,1,7,,,0.06,0.34,0.05,0.32,False,True,-5.48,4.97
5,28,0,8,,,0.06,0.34,,,False,False,-1.45,-4.99
6,28,1,7,,,0.06,0.34,0.06,0.35,False,True,-1.46,-0.02
7,28,1,7,,,0.06,0.34,0.07,0.34,False,True,-1.49,4.98
8,28,1,7,,,0.06,0.34,0.04,0.34,False,True,2.57,-5.99
9,28,1,7,,,0.06,0.34,0.06,0.34,False,True,-0.08,0.36
10,28,1,7,,,0.06,0.34,0.05,0.35,False,True,1.95,4.98
11,28,0,8,,,0.06,0.34,,,False,False,2.54,5.99
1,29,1,8,1.79,0.42,0.3,0.35,1.59,0.34,True,True,-13.99,0.0
2,29,1,8,,,0.29,0.35,1.49,0.32,False,True,-5.47,-5.01
3,29,1,8,,,0.29,0.35,1.31,0.33,False,True,-5.48,-0.03
4,29,1,8,,,0.29,0.35,1.15,0.38,False,True,-5.49,4.97
5,29,0,9,,,0.29,0.35,,,False,False,-1.46,-4.98
6,29,1,8,,,0.29,0.35,0.77,0.34,False,True,-1.47,-0.03
7,29,1,8,,,0.29,0.35,0.6,0.35,False,True,-1.49,4.99
8,29,1,8,,,0.29,0.35,0.39,0.35,False,True,2.57,-5.98
9,29,1,8,,,0.29,0.35,0.17,0.35,False,True,0.29,0.39
10,29,1,8,,,0.29,0.35,0.06,0.35,False,True,1.96,4.67
11,29,0,9,,,0.29,0.35,,,False,False,2.55,5.99
1,30,1,8,3.04,0.28,2.21,0.33,2.96,0.33,True,True,-13.99,0.02
2,30,1,8,,,2.16,0.33,2.85,0.3,False,True,-5.7,-5.03
3,30,1,8,,,2.16,0.33,2.76,0.34,False,True,-5.77,0.01
4,30,1,8,,,2.16,0.33,2.64,0.33,False,True,-5.73,5.06
5,30,0,9,,,2.16,0.33,,,False,False,-1.55,-5.0
6,30,1,8,,,2.16,0.33,2.43,0.32,False,True,-1.77,0.0
7,30,1,8,,,2.16,0.33,2.31,0.32,False,True,-1.7,4.99
8,30,1,8,,,2.16,0.33,2.18,0.33,False,True,2.35,-5.96
9,30,1,8,,,2.16,0.33,2.04,0.33,False,True,0.43,0.45
10,30,1,8,,,2.16,0.33,1.91,0.34,False,True,1.93,4.35
11,30,0,9,,,2.16,0.33,,,False,False,2.49,5.99
1,31,1,7,3.85,0.32,3.42,0.31,3.8,0.28,True,True,-13.99,0.01
2,31,1,7,,,3.36,0.32,3.74,0.33,False,True,-6.05,-5.02
3,31,1,7,,,3.36,0.32,3.67,0.32,False,True,-6.07,-0.01
4,31,1,7,,,3.36,0.32,3.61,0.29,False,True,-6.08,5.06
